handle	title	abstract
Barison2020-Cardiovascular_disease_and_COVID-19-les_liaisons_dangereuses	Enfermedad cardiovascular y COVID-19: «las amistades peligrosas».	Los pacientes con factores de riesgo cardiovascular o enfermedad cardiovascular establecida tienen un mayor riesgo de desarrollar la enfermedad por coronavirus 19 y tienen un peor pronóstico cuando se infectan, pero traducir esta noción en una acción efectiva es un desafío. En la actualidad, no está claro si las terapias cardiovasculares pueden reducir la probabilidad de infección o mejorar la supervivencia de los pacientes infectados. Dada la importancia crucial de este problema para los cardiólogos clínicos y todos los especialistas que tratan con la enfermedad por coronavirus 19, tratamos de recapitular la evidencia actual y proporcionar algunas recomendaciones prácticas.
Barlow2020-Accurate_closed-form_solution_of_the_SIR_epidemic_model	Solución precisa de forma cerrada del modelo de epidemia SIR	Se obtiene una solución en forma cerrada precisa al modelo de epidemia SIR a través del uso de aproximantes asintóticos (Barlow y otros, 2017).La solución se crea mediante la continuación de la solución de series de potencia divergente de modo que coincida con el comportamiento asintomático a largo plazo del modelo epidémico. La utilidad de la forma analítica se demuestra a través de su aplicación a la pandemia de COVID-19.
Barmparis2020-Estimating_the_infection_horizon_of_COVID-19_in_eight_countries_with_a_data-driven_approach	Estimación del horizonte de infección de la COVID-19 en ocho países con un enfoque basado en datos	La pandemia de la COVID-19 ha afectado a todos los países del mundo produciendo un número considerable de muertes acompañadas de una importante alteración de su organización social, financiera y educativa. Las estrictas medidas disciplinarias implementadas por China fueron muy efectivas y, por lo tanto, fueron adoptadas posteriormente por la mayoría de los países del mundo en diversos grados. La duración de la infección y el número de personas infectadas son de vital importancia para la batalla contra la pandemia. Utilizamos el panorama cuantitativo de la propagación de la enfermedad en China como punto de referencia y utilizamos datos de los contagios de ocho países para estimar la evolución completa de la infección en cada uno de ellos. El análisis predice con éxito el número esperado de infecciones diarias por país y, tal vez más importante, la duración de la epidemia en cada país. Nuestro enfoque cuantitativo se basa en una hipótesis de difusión gaussiana que se muestra como resultado de medidas impuestas en un modelo de infección dinámico simple. Esto puede tener consecuencias y arrojar luz sobre la eficiencia de las políticas una vez que el fenómeno haya terminado.
Baron2020-Teicoplanin-an_alternative_drug_for_the_treatment_of_coronavirus_COVID-19	Teicoplanina: ¿un fármaco alternativo para el tratamiento del coronavirus COVID-19?	En diciembre de 2019 surgió en China un nuevo coronavirus, denominado SARS-CoV-2, que causó brotes de neumonía, primero en la región de Wuhan y que ahora se ha extendido a todo el mundo debido a su probable eficiencia de transmisión. Debido a la falta de tratamientos eficaces y específicos y a la necesidad de contener la epidemia, la reutilización de fármacos parece ser la mejor herramienta para encontrar una solución terapéutica. La cloroquina, el remdesivir, el lopinavir, la ribavirina o el ritonavir han demostrado eficacia para inhibir el coronavirus in vitro.La teicoplanina, un antibiótico utilizado para tratar la infección por estafilococos, mostró previamente eficacia para inhibir la primera etapa del ciclo viral del MERS-CoV en células humanas. Esta acción se mantiene en el SARS-Cov-2, poniendo así la teicoplanina como un tratamiento potencial para pacientes con este virus.
Barr2020-Surgeons_plague_and_leadership-A_historical_mantle_to_carry_forward	Cirujanos, plaga y liderazgo: un manto histórico que sacar adelante	La COVID-19 ha enfermado a millones, matado a cientos de miles, y perturbado la vida cotidiana de los ciudadanos en todo el mundo. Totalmente devastador, la COVID-19 no es sino la pandemia más reciente que ha arrasado el planeta. A lo largo de la historia, cirujanos como Guy de Chauliac, James Lind, John Hunter, John Snow y Walter Reed han dirigido campañas científicas para comprender, prevenir y tratar epidemias como la peste bubónica, el escorbuto, la sífilis, el cólera y la fiebre amarilla. Nosotros, como comunidad quirúrgica, debemos proclamar sus ejemplos y reenfocar nuestros esfuerzos para ser pioneros en las investigaciones sobre el coronavirus, ayudando a dilucidar la biología, a comprender sus efectos sociales y a proporcionar regímenes de tratamiento efectivos para la enfermedad.
Barret2020-Burn_center_function_during_the_COVID-19_pandemic-An_international_multi-center_report_of_strategy_and_experience	Función del centro de quemados durante la pandemia COVID-19: informe multicéntrico internacional de estrategia y experiencia	El nuevo coronavirus SARS-CO V2, responsable de la pandemia COVID-19, está aumentando rápidamente en todo el mundo. Los centros de quemados que se preparan para la pandemia deben lograr un equilibrio entre contribuir a la respuesta pandémica y preservar el cuidado de las quemaduras de manera segura y ética. Los autores de la presente comunicación representan siete centros de quemados de China, Singapur, Japón, Italia, España, Reino unido (RU) y Estados Unidos (EE. UU.).Cada centro se encuentra en un punto diferente a lo largo de la curva pandémica y atiende a diferentes poblaciones de pacientes dentro de sus sistemas sanitarios. Revisamos nuestra experiencia con el virus hasta la fecha con respecto a nuestro enfoque estratégico para la función del centro de quemados bajo estas circunstancias y hemos aprendido la lección.El propósito de este comunicado es compartir experiencias que asistirán con preparativos continuos y así ayudar a los centros de quemados a abogar por un cuidado óptimo de las quemaduras y a superar los desafíos a medida que continúa esta pandemia.
Bartolo2020-Urgent_Measures_for_the_Containment_of_the_Coronavirus_Covid-19_Epidemic_in_the_Neurorehabilitation_Rehabilitation_Departments_in_the_Phase_of_Maximum_Expansion_of_the_Epidemic	Medidas urgentes para la contención del coronavirus (covid-19) en los servicios de neurorrehabilitación/rehabilitación en la fase de máxima expansión de la epidemia	El COVID-19 se ha convertido rápidamente en una emergencia pandémica, lo que preocupa a los sistemas de salud de cada país afectado. La COVID-19 determina la necesidad de atención médica en un gran número de personas en periodo muy corto de tiempo, como una ola de tsunami, desborda los repartos de emergencias, enfermedades infecciosas y neumología, así como las unidades de cuidados intensivos, ahogando los servicios de atención médica.Los servicios de rehabilitación también se ven afectados por esta epidemia que fuerza cambios radicales tanto en la organización como en los métodos operativos.En ausencia de literatura de referencia sobre este tema, este informe tiene como objetivo proporcionar documentación básica para apoyar a los médicos y al personal sanitario implicados en la neurorrehabilitación y la rehabilitación.
Barton2020-Hypothesized_behavioral_host_manipulation_by_SARS-CoV2_COVID-19_infection	Hipótesis de la manipulación conductual del huésped por infección por SARS-CoV2 / COVID-19	Aunque no se ha estudiado en profundidad, existe documentación sobre la manipulación conductual del huésped por diversos agentes patógenos.La manipulación del huésped es el proceso por el cual un patógeno desarrolla adaptaciones para manipular el comportamiento del huésped y así maximizar la reproducción (R0) del patógeno. El ejemplo más destacado es la rabia. Cuando un huésped se infecta con el virus de la rabia, este se introduce en el sistema nervioso central del huésped y desencadena la hiperagresión. El virus también está presente en la saliva de los animales rabiosos, por lo que un mordisco transmite la infección a un nuevo huésped y el viejo huésped finalmente muere si no se trata. La toxoplasmosis es otro ejemplo.Cuando los ratones están infectados demuestran temeridad hacia los gatos, lo que aumenta así las posibilidades de ser comidos. La toxoplasmosis necesita el tracto digestivo del felino para sobrevivir. Estudios recientes han demostrado que la exposición a la toxoplasmosis en humanos (por ejemplo, a través de heces de gato) también se ha asociado con cambios conductuales que previsiblemente mejorarían la propagación del patógeno. Incluso se ha demostrado que el virus de la influenza común aumenta de manera selectiva la socialidad en persona durante el período de incubación de 48 horas, lo que provoca un vector obvio de transmisión. Aquí planteamos la hipótesis que el nuevo coronavirus, SARS-CoV2, que produce la enfermedad COVID-19, podría producir manipulaciones similares del huésped que maximizan su transmisión entre humanos.
Baruchel2020-COVID-19_and_acute_lymphoblastic_leukemias_of_children_and_adolescents-First_recommendations_of_the_Leukemia_committee_of_the_French_Society_for_the_fight_against_Cancers_and_Leukemias_in_children_and_adolescents_SFCE	COVID-19 y leucemias linfoblásticas agudas en niños y adolescentes: Primeras recomendaciones del Comité de Leucemia de la Sociedad Francesa para la lucha contra el Cáncer y las Leucemias en Niños y Adolescentes (SFCE)	Desde la aparición de la infección del SARS-CoV-2, se han hecho muchas recomendaciones. Sin embargo, la naturaleza misma de las leucemias linfoblásticas agudas y su tratamiento en niños y adolescentes llevó al Comité de Leucemia de la Sociedad Francesa para la Lucha contra el Cáncer y las Leucemias en Niños y Adolescentes (SFCE) a proponer recomendaciones más específicas, incluso si los datos sobre esta población aún son escasos.Estas recomendaciones es posible que tengan que evolucionar de acuerdo con el rápido progreso del conocimiento sobre la COVID-19.
Basch2020-News_coverage_of_the_COVID-19_pandemic-Missed_opportunities_to_promote_health_sustaining_behaviors	Cobertura de noticias de la pandemia de COVID-19: oportunidades perdidas para promover comportamientos de mantenimiento de la salud.	Antecedentes Dado que las personas pueden tomar decisiones de salud basadas en la cobertura de los medios de comunicación, y dado que tales decisiones tienen marcadas consecuencias en el caso de una enfermedad infecciosa altamente contagiosa, es imperativo que los profesionales de la salud pública estén al tanto de la cobertura de medios masivos sobre amenazas de salud emergentes, como es el caso de la COVID-19. Este estudio se hizo con el objetivo de examinar el contenido de los segmentos de noticias publicados en línea que cubren la COVID-19. Métodos Utilizando la función de Google Videos en un explorador con la caché vaciada, todos los videos identificados entre enero y febrero de 2020 fueron archivados por URL para su análisis. Tras la aplicación de los criterios de exclusión, quedaron un total de 401, que son los que componen la muestra. Se aplicaron categorías provenientes de fuentes fidedignas para evaluar el contenido de los segmentos de noticias pertenecientes a la COVID-19 en Google Videos. Resultados El tema más común, mencionado en todos los vídeos, fue la muerte y la tasa de mortalidad (43,6 %), así como muchas de las ansiedades relacionadas con el brote de COVID-19 (37,4 %). Información de suma importancia para prevenir la propagación de la COVID-19 apenas recibió atención. Por ejemplo, solo en el 3,0% de los vídeos se habla de tirar el pañuelo después de toser o sonarse la nariz, en el 6,2% se comenta el uso de mascarilla cuando se cuida a los enfermos, y en el 8,8% se cubre la desinfección de objetos y superficies que se toquen mucho. Los videos internacionales presentaron más a menudo subtítulos para sordos y subtítulos en inglés (con y sin narración) (7.8% vs. 0.9%, p = 0.018) y trataron incluso con más frecuencia la muerte y la tasa de mortalidad asociada con la COVID-19 (56.9% vs. 41.7%, p = 0,04).Conclusión Junto con el aumento resultante de emociones negativas, la mayoría de los vídeos perdieron la oportunidad de reformular los mensajes para alentar/promover estrategias que ayuden a sobrellevar la situación y conductas para mantenerse sanos.
Basheti2020-Pharmacists_readiness_to_deal_with_the_coronavirus_pandemic-Assessing_awareness_and_perception_of_roles	Preparación de los farmacéuticos para hacer frente a la pandemia del coronavirus: Evaluando el conocimiento y la percepción de roles	Antecedentes La infección por Coronavirus 2019 (COVID-19) causada por una nueva cepa de coronavirus se detectó en China en diciembre de 2019. El 30 de enero de 2020 se declaró una emergencia de salud pública de preocupación internacional. Los farmacéuticos comunitarios tienen un papel importante apoyando tanto en la preparación ante la emergencia sanitaria como en los planes de respuesta locales.Objetivos Investigar el conocimiento y las fuentes de información de los farmacéuticos y los estudiantes de farmacia en relación con la gestión de la pandemia del coronavirus, y la perspectiva de su papel durante esta situación emergente. Métodos Este estudio descriptivo de encuesta transversal en línea se realizó en Jordania durante el brote de COVID-19 (del 15 al 30 de marzo de 2020).Un cuestionario validado en línea para abordar el conocimiento actual de los participantes sobre epidemias/pandemias y COVID-19, sus fuentes de información y las perspectivas sobre su rol. Los datos fueron analizados mediante el paquete estadístico para ciencias sociales (SPSS). Resultados Los participantes (n = 726) tenían una edad media de 26,9 (8.0) años, y el 71,9% eran mujeres. Los estudiantes de farmacia conformaron el 35,3% de la muestra, mientras que el resto eran farmacéuticos.Solo el 54,3% de los participantes consideró tener una educación suficiente sobre epidemias/pandemias, y el 94,6% sigue las últimas actualizaciones sobre tratamientos para el coronavirus, principalmente de los medios de comunicación (59,5%) seguido por los informes de la Organización Mundial de la Salud (58,7%) y por último de las investigaciones publicadas (57%). El puntaje de conocimiento (sobre 20) de los farmacéuticos (n = 470) fue significativamente más alto (p < 0.001) que el de los estudiantes (n = 256). También se asociaron mayores puntos de conocimiento con una mayor edad de los participantes, si eran graduados de universidades públicas o privadas, y si participaban en más talleres educativos. Conclusión La mayoría de los farmacéuticos y estudiantes de farmacia declararon tener un papel importante en la gestión de las epidemias /pandemias mediante las farmacias comunitarias, pero la mayoría sigue las últimas actualizaciones sobre el coronavirus a través de los medios de comunicación. Este hecho se debe tener en cuenta considerando los numerosos mensajes contradictorios publicados durante la pandemia en los medios de comunicación.
Bashir2020-Correlation_between_environmental_pollution_indicators_and_COVID-19_pandemic-A_brief_study_in_Californian_context	Correlación entre los indicadores de contaminación ambiental y la pandemia de COVID-19: un breve estudio en el contexto californiano	En diciembre de 2019, se detectó por primera vez el brote del nuevo coronavirus COVID-19 en la provincia de Wuhan Hubei, China. En California, el 24 de abril de 2020 los Centros para el Control y la Prevención de Enfermedades (CDC) confirmaron más de 39.000 casos, incluyendo >1800 muertes. El gobernador de California, Gavin Newsom, ordenó quedarse obligatoriamente en casa después de que la Organización Mundial de la Salud (OMS) declarara al COVID-19 como una pandemia mundial a principios de marzo.Evaluamos la correlación entre los determinantes de la contaminación ambiental y el brote de COVID-19 en California, utilizando los datos secundarios publicados por los Centros para el Control de Enfermedades y la Agencia de Contaminación Ambiental (EPA). Utilizamos las pruebas de correlación de Spearman y Kendall para analizar la asociación de PM 2.5, PM 10, SO2, NO2, BP, VOC y CO con los casos de COVID-19 en California. Nuestros resultados indican que contaminantes ambientales como PM10, PM2.5, SO2, NO2 y CO tienen una correlación significativa con la epidemia de COVID-19 en California. En general, nuestro estudio es un complemento útil para fomentar los cambios en las políticas ambientales, ya que el control de las fuentes de contaminación puede reducir los efectos nocivos de los contaminantes ambientales.
Bassetti2020-Balancing_evidence_and_frontline_experience_in_the_early_phases_of_the_COVID-19_pandemic-current_position_of_the_Italian_Society_of_anti-infective_therapy_SITA_and_the_Italian_Society_of_Pulmonology_SIP	Ponderación de la evidencia y experiencia de primera línea en las fases iniciales de la pandemia COVID-19: posición actual de la Sociedad Italiana de Terapia Antiinfecciosa (SITA) y la Sociedad Italiana de Neumología (SIP).	Antecedentes El SARS-CoV-2 es el agente causante de la enfermedad del coronavirus 2019 (COVID-19), que se ha convertido en epidemia en Italia y otros países europeos. El espectro de la enfermedad varía de presentaciones asintomáticas o levemente sintomáticas hasta insuficiencia respiratoria aguda.En la actualidad, la cifra total de casos graves que requieren asistencia respiratoria está alcanzando, o incluso superando, la capacidad de camas de las unidades de cuidados intensivos en las regiones y países más afectados.Objetivos Resumir narrativamente la literatura disponible sobre la gestión de la COVID-19, en el intento de combinar la evidencia actual y las opiniones de primera línea, así como proporcionar respuestas objetivas a preguntas clínicas urgentes.Fuentes Inductiva PubMed busca publicaciones relevantes para el tema. Contenido La literatura disponible y la opinión de primera línea de los autores se resumen en respuestas narrativas breves a preguntas clínicas seleccionadas, más una declaración concluyente para cada respuesta. Implicaciones Muchos medicamentos antivirales y antiinflamatorios que se administran actualmente a pacientes con COVID-19 se usan fuera de las indicaciones para las que fueron aprobados.Los médicos deben ser conscientes de que, al no estar respaldados por evidencia de alto nivel, estos tratamientos a menudo pueden solo ser éticamente justificables en aquellos pacientes que empeoran y que probablemente no mejoren solo con atención de apoyo, y que tampoco pueden ser incluidos en ensayos clínicos aleatorizados (ECA). El acceso a ECA bien diseñados debe ampliarse tanto como sea posible, siendo la forma más segura de mejorar nuestro acercamiento a los pacientes con COVID-19.
Bassi2020-BEDSIDE_TRANSCERVICAL-TRANSTRACHEAL_POST-INTUBATION_INJURY_REPAIR_IN_A_COVID-19_PATIENT	REPARACIÓN DE LESIONES TRANSCERVICALES-TRANSTRACALES POST-INTUBACIÓN EN UN PACIENTE DE COVID-19	La enfermedad de SARS-CoV-2 2019 (COVID-19) se ha extendido rápidamente en todo el mundo desde diciembre de 2019.Una tasa importante de pacientes desarrolla un síndrome de dificultad respiratoria aguda que requiere hospitalización. Entre ellos, una tasa considerable (9,8%-15,2%) requiere intubación traqueal para una ventilación invasiva. Presentamos el caso de un paciente con COVID-19 que desarrolla neumomediastino y enfisema subcutáneo secundario en lesión traqueal posterior a la intubación.El manejo del paciente de COVID-19 puede ser un reto debido al riesgo de transmisión de la enfermedad a los cuidadores y de la propagación de la epidemia. Se realizó una reparación quirúrgica traqueal en la habitación del paciente, tras el fracaso del tratamiento conservador, que resultó en la resolución del neumomediastino y enfisema subcutáneo y en la mejoría de las condiciones del paciente.
Bastier2020-Treatment_of_sleep_apnea_by_ENT_specialists_during_the_COVID-19_pandemic	Tratamiento de la apnea del sueño por especialistas en otorrinolaringología durante la pandemia de COVID-19.	El tratamiento de los trastornos del sueño se ha visto fuertemente afectado por la pandemia de COVID-19.Cuando termine la cuarentena, la reanudación de la atención normal al paciente requerirá precauciones para limitar el riesgo de contaminación de pacientes y cuidadores. En este documento, la Asociación Francesa de Otorrinolaringología y Trastornos del Sueño (AFSORL) y la Sociedad Francesa de Otorrinolaringología (SFORL) presentaron un resumen de las medidas para continuar el tratamiento del síndrome de apnea del sueño en estas nuevas condiciones de práctica.Se hace hincapié en la teleconsulta, los métodos de estudios nocturnos del sueño, las condiciones para el tratamiento mediante ventilación con presión positiva continua en las vías respiratorias (CPAP) y el aplazamiento de tratamientos más invasivos.
Batra2020-Management_of_the_Clinical_and_Academic_Mission_in_an_Urban_Otolaryngology_Department_During_the_COVID-19_Global_Crisis	Gestión de la Misión Clínica y Académica en un departamento de otorrinolaringología urbana durante la crisis global de COVID-19.	Objetivo el objetivo de este estudio fue el de evaluar los cambios estratégicos implementados en la misión del departamento, para continuar la prestación segura de los servicios de otorrinolaringología y apoyar el objetivo institucional general durante la respuesta pandémica a la COVID-19. Diseño del estudio Se realizó una evaluación retrospectiva de las estrategias de gestión y respuesta desarrolladas para transformar la empresa clínica y académica.Emplazamiento: Un gran centro de referencia de atención terciaria urbana.Resultados A la par que la estructura del departamento, se reorganizaron nuevos equipos clínicos para cumplir con efectividad las directivas del sistema para suministrar la atención otorrinolaringológica y la asistencia de pacientes de COVID-19 hospitalizados.Se desarrolló un plan de despliegue rápido para ayudar a los compañeros en primera línea con apoyo clínico según sea necesario.Se consolidó la otorrinolaringología ambulatoria en todo el sistema con la conversión de la mayoría de las visitas a telesalud.Se priorizaron las intervenciones quirúrgicas para garantizar los procedimientos urgentes emergentes y cruciales. Se desarrolló un protocolo de traqueotomía para guiar el manejo de las vías respiratorias emergentes y electivas. Los esfuerzos educativos y de investigación se dirigieron a poner el foco en la atención de otorrinolaringología en el contexto clínico de la crisis de la COVID-19. Conclusión: El surgimiento de la crisis mundial de salud provocada por la COVID-19 ha supuesto un reto incomparable para la prestación de servicios de otorrinolaringología. La preocupación por cuidar la salud de los trabajadores, sin dejar de abordar a tiempo y de forma ética las necesidades de los pacientes, ha creado dilemas importantes. Un enfoque proactivo y reflexivo que reorganiza el esfuerzo departamental global a través del compromiso de los proveedores y del personal, puede facilitar la capacidad de satisfacer las necesidades de los pacientes de otorrinolaringología y apoyar el objetivo institucional más importante de combatir la pandemia.
Bearden2020-COVID-19-a_primer_for_healthcare_providers	COVID-19: un manual para proveedores de atención médica	Según la Organización Mundial de la salud (OMS) se notificó por primera vez al gobierno chino de los casos de una neumonía atípica el 31 de diciembre de 2019 en la ciudad de Wuhan. Una secuencia del genoma viral de un nuevo coronavirus, actualmente denominado SARS-CoV- 2, con un proceso de enfermedad llamado COVID-19 se liberó 1 semana más tarde a través de recursos en línea para obtener apoyo de salud pública en el control de la propagación. Desde entonces, el virus evolucionó rápidamente a una pandemia Mundial. Por lo tanto, los proveedores de atención médica deben estar familiarizados con la presentación clínica de los pacientes infectados y las medidas para aislarlos con rapidez. La prevención de la propagación nosocomial es fundamental para el control adecuado de la COVID-19, y además se revisa.Actualmente, el tratamiento es de apoyo.Los investigadores están trabajando para desarrollar vacunas e identificar intervenciones antivirales eficaces.Aquellas tratadas recientemente en la literatura se revisan brevemente.
Bearman2020-Reflections_on_the_COVID-19_Pandemic_in_the_USA-Will_We_Better_Prepared_Next_Time	Reflexiones sobre la pandemia de COVID-19 en los Estados Unidos: ¿estaremos mejor preparados la próxima vez?	Estados Unidos (EE.UU) gasta más en atención médica que cualquier otro país, sin que haya apenas evidencia de que esto dé resultados mejores, o incluso comparables.Reflexionamos sobre los Estados Unidos y la pandemia de COVID-19 y nos centramos en las barreras culturales, económicas y estructurales que amenazan tanto las respuestas actuales como las futuras a emergencias de enfermedades infecciosas. Estos incluyen el modelo de prestación de servicios de salud de EE.UU., el cese de financiamiento de la salud pública, la escasez de médicos especialistas en enfermedades infecciosas, el fracaso del mercado de vacunas y antiinfecciosos y el concepto de excepcionalismo estadounidense.Sin institucionalizar las lecciones aprendidas, Estados Unidos estará en posición de repetir los mismos tropiezos de la COVID-19 con la próxima pandemia.
Beaunoyer2020-COVID-19_and_digital_inequalities-Reciprocal_impacts_and_mitigation_strategies	COVID-19 y desigualdades digitales: impactos recíprocos y estrategias de mitigación	Con más de tres mil millones de personas en aislamiento, el estatus de los espacios digitales está cambiando de un servicio a una necesidad, ya que se convierten no solo en la forma principal de acceder a la información y los servicios, sino también en uno de los únicos vectores que quedan para la economía, la educación, y actividades de ocio, así como para que tengan lugar interacciones sociales.Sin embargo, no todas las personas son iguales en términos de acceso a redes o dispositivos conectados, o cuando se trata de las habilidades que se requieren para navegar en espacios computarizados de manera óptima.Las desigualdades digitales ya existían, pero la crisis de COVID-19 las está exacerbando dramáticamente.Por un lado, la crisis empeorará las desigualdades digitales entre la población. Por otro, las desigualdades digitales representan un importante factor de riesgo de vulnerabilidad por la exposición al virus en sí y por las consecuencias no sanitarias de la crisis. Por lo tanto, este documento tiene como objetivo explorar los impactos recíprocos de la crisis COVID-19 así como las desigualdades digitales, y proponer soluciones operativas para ayudar a combatir las nefastas consecuencias de la crisis.Primero describimos cómo las desigualdades digitales son un determinante de la salud. Luego investigamos cómo la COVID-19 puede potenciar las desigualdades digitales, y cómo las desigualdades digitales potencian la vulnerabilidad ante la COVID-19. Finalmente, con el fin de contribuir a la mitigación de esta crisis, proponemos un conjunto de estrategias multicapa que se centran en la capacidad de acción que se puede implementar en múltiples niveles estructurales, que van desde lo gubernamental hasta lo corporativo y comunitario.
Bedard2020-Effect_of_COVID-19_on_Hip_and_Knee_Arthroplasty_Surgical_Volume_in_the_United_States	Efecto de la COVID-19 sobre el volumen quirúrgico de la artroplastia de cadera y rodilla en los Estados Unidos	En un esfuerzo por ayudar a combatir la pandemia de COVID-19 y preservar los recursos esenciales de atención médica, a partir de mediados de marzo de 2020 los cirujanos recibieron instrucciones de realizar solo procedimientos quirúrgicos esenciales durante este tiempo.La gran mayoría de la cirugía de artroplastia de cadera y rodilla no cumple con la definición de cirugía esencial.Este estudio estimó la cantidad de procedimientos de artroplastia que se cancelarían debido a estas importantes restricciones.Estimamos que aproximadamente 30,000 procedimientos de artroplastia primaria de cadera y 3,000 de revisión de cadera y rodilla serán cancelados cada semana, mientras estén vigentes las restricciones provocadas por la COVID-19 con respecto a la cirugía no esencial.Este gran número de procedimientos cancelados influirá indudablemente en los pacientes y en el sistema sanitario.
Behzad2020-Extrapulmonary_manifestations_of_COVID-19-Radiologic_and_clinical_overview	Manifestaciones extrapulmonares de COVID-19: resumen radiológico y clínico	La COVID-19 es principalmente una enfermedad respiratoria y se presenta sobre todo con manifestaciones pulmonares.Según los estudios presentados, la infección por SARS-CoV-2 no se limita al sistema respiratorio, sino que otros órganos también pueden verse afectados.La disfunción renal, las complicaciones gastrointestinales, la disfunción hepática, las manifestaciones cardíacas, los hallazgos mediastínicos, las anomalías neurológicas y las manifestaciones hematológicas se encuentran entre las características extrapulmonares notificadas.Teniendo en cuenta el amplio espectro de manifestaciones clínicas y la creciente responsabilidad mundial de la enfermedad, existe una necesidad urgente de ampliar rápidamente la capacidad de diagnóstico para detectar la COVID-19 y sus complicaciones.Este artículo se centra en las manifestaciones extrapulmonares más comunes en pacientes con neumonía por COVID-19.Se necesitan más estudios para elaborar y confirmar la relación causal entre el SARS-CoV-2 y las manifestaciones extrapulmonares informadas de COVID-19.
Beiu2020-Frequent_Hand_Washing_for_COVID-19_Prevention_Can_Cause_Hand_Dermatitis-Management_Tips	El lavado frecuente de manos para la prevención de COVID-19 puede causar dermatitis de manos: consejos de gestión	La enfermedad por coronavirus 2019 (COVID-19) continúa extendiéndose a nivel mundial, superando la capacidad y los recursos de los sistemas de salud en todo el mundo.Una vacuna terapéutica aún no está en desarrollo, y las medidas preventivas son el enfoque actual para frenar la transmisión de casos.Debido a que el virus es altamente contagioso por vía respiratoria (gotitas de personas infectadas, ampliamente propagada por la tos o estornudos) y a través del contacto con superficies contaminadas, la transmisión comunitaria y la propagación pueden reducirse a través de la práctica regular y diligente de la higiene de manos. El lavado frecuente de manos implica una exposición prolongada al agua y otros agentes químicos o físicos y puede inducir varios cambios fisiopatológicos, como la alteración de la barrera epidérmica, alteración de los queratinocitos, la posterior liberación de citocinas proinflamatorias, la activación del sistema inmunitario de la piel y reacciones de hipersensibilidad retardada. Pueden producirse efectos dermatológicos adversos, como sequedad excesiva de la piel o incluso dermatitis de contacto (particularmente el subtipo irritante y, en menor medida, el subtipo alérgico), especialmente en personas con antecedentes de dermatitis atópica. Estas condiciones de la piel son perfectamente manejables, y la aplicación de una crema hidratante inmediatamente después de lavarse las manos o después de usar un desinfectante de manos portátil es la piedra angular para prevenir el desarrollo de cambios eccematosos en las manos.En el contexto global actual, el hecho de que se puedan producir estos eventos adversos dermatológicos no debería provocar en ningún caso que las personas se desvíen de las normas estrictas de higiene de manos.
Beldomenico2020-Do_superspreaders_generate_new_superspreaders_a_hypothesis_to_explain_the_propagation_pattern_of_COVID-19	¿Los superpropagadores generan nuevos superpropagadores? Hipótesis para explicar el patrón de propagación de la COVID-19	La propagación global actual de la COVID-19 es heterogénea, con la lenta transmisión continua en muchos países, y la propagación exponencial en otros, en los cuales el tiempo que tardó hasta comenzar esta propagación explosiva es muy variable. Se propone que esto podría explicarse por eventos de superpropagación en cascada, en los que las nuevas infecciones causadas por un superpropagador tienen más probabilidades de ser altamente infecciosas.El mecanismo sugerido para esto está relacionado con las cargas virales.La exposición a altas cargas virales puede provocar infecciones de alta intensidad, lo que expone nuevos casos a altas cargas virales, y así sucesivamente.La investigación veterinaria experimental apoya está noción.
Belen-Apak2020-The_old_but_new-Can_unfractioned_heparin_and_low_molecular_weight_heparins_inhibit_proteolytic_activation_and_cellular_internalization_of_SARS-CoV2_by_inhibition_of_host_cell_proteases	Algo nuevo ya conocido: ¿pueden las heparinas no fraccionadas y las heparinas de bajo peso molecular inhibir la activación proteolítica y la absorción celular del SARS-CoV2 debido a la inhibición de las proteasas de las células huésped?	En la actualidad, nuestro mundo se enfrenta al brote del nuevo coronavirus 2019 (COVID-19) y se realizan enormes esfuerzos para desarrollar medicamentos para su tratamiento y vacunas para prevenir la enfermedad. En este momento, no existe un medicamento antiviral o una vacuna específicos para el COVID-19. La infectividad patogénica del virus precisa la proteína de la subunidad S1 de la espiga (S) para unirse al receptor de célula huésped, la enzima convertidora de angiotensina (ACE2). Mientras que la unión al receptor de células huésped es el primer paso de la infección, la entrada del virus en la célula necesita la división de las subunidades S1–S2 para exponer a la S2 para la fusión con la membrana celular a través de proteasas huésped, entre las que se incluyen las catepsinas, las proteasas de superficie celular transmembranal (TMPRSS), la furina, la tripsina y el factor Xa. Estudios in vitro anteriores han demostrado que la inhibición del factor Xa puede disminuir la infectividad viral. Creemos que las proteasas de células huéspes como la furina (con una alta presencia en los pulmones), el factor Xa y la captesina son posibles objetivos que disminuyen la carga viral; por lo tanto, la heparina no fraccionada y la heparina de bajo peso molecular - LMWH (específicamente la dalteparina y la tinzaparina por su acción antiinflamatoria) pueden ser inhibidores potenciales de varias endoproteasas involucradas en la infectividad del virus. Nuestra hipótesis necesita demostrarse en estudios in vitro y clínicos; sin embargo, como la carga del SARS-CoV2 está aumentando en todo el mundo, recomendamos el uso de la heparina no fraccionada o HBPM en pacientes que estén en la unidad de cuidados intensivos (UCI) y aquellos hospitalizados fuera de la UCI con el análisis riesgo-beneficio del médico.Si nuestra hipótesis es clínicamente aplicable y competente en la disminución de la infección viral se evaluará para más estudios.
