Chen2020-A_mathematical_model_for_simulating_the_phase-based_transmissibility_of_a_novel_coronavirus	BackgroundAs reported by the World Health Organization, a novel coronavirus (2019-nCoV) was identified as the causative virus of Wuhan pneumonia of unknown etiology by Chinese authorities on 7 January, 2020. The virus was named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) by International Committee on Taxonomy of Viruses on 11 February, 2020. This study aimed to develop a mathematical model for calculating the transmissibility of the virus.MethodsIn this study, we developed a Bats-Hosts-Reservoir-People transmission network model for simulating the potential transmission from the infection source (probably be bats) to the human infection. Since the Bats-Hosts-Reservoir network was hard to explore clearly and public concerns were focusing on the transmission from Huanan Seafood Wholesale Market (reservoir) to people, we simplified the model as Reservoir-People (RP) transmission network model. The next generation matrix approach was adopted to calculate the basic reproduction number (R0) from the RP model to assess the transmissibility of the SARS-CoV-2.ResultsThe value of R0 was estimated of 2.30 from reservoir to person and 3.58 from person to person which means that the expected number of secondary infections that result from introducing a single infected individual into an otherwise susceptible population was 3.58.ConclusionsOur model showed that the transmissibility of SARS-CoV-2 was higher than the Middle East respiratory syndrome in the Middle East countries, similar to severe acute respiratory syndrome, but lower than MERS in the Republic of Korea.
Chen2020-An_online_solution_focused_brief_therapy_for_adolescent_anxiety_during_the_novel_coronavirus_disease_COVID-19_pandemic-a_structured_summary_of_a_study_protocol_for_a_randomised_controlled_trial	ObjectivesThis study aims to assess the effectiveness of delivering Solution Focused Brief Therapy (SFBT) through telecommunication with a group of adolescents who present anxiety symptoms during the COVID-19 outbreak. We hypothesize that participants who are randomly assigned to receive 2–4 sessions of Solution Focused Brief Therapy would have better clinical outcomes than participants who are in the waitlist group. We additionally hypothesized that using SFBT can also change participants’ depression levels and their coping strategies in dealing with distress during the COVID-19 pandemic.Trial designThis study employs a randomized delayed crossover open label controlled trial in adolescents who are presenting anxiety symptoms during the COVID-19 outbreak. Participants who meet the enrollment criteria stated below will be invited to participate in this study through telecommunication. Those accepting will be randomly allocated to the intervention group or waitlist group.
Chen2020-COVID-19-A_Revelation_A_reply_to_Ian_Mitroff	This is a rejoinder of Dr. Ian Mitroff's perspective titled "Corona Virus: A Prime Example of A Wicked Mess". While I agree with Dr. Mitroff on the complexity of the COVID-19 outbreak and the urgency to address it, I disagree with him on points related to the role of wet market in this specific outbreak and whether China had acknowledged the existence of the outbreak. I also consider key highlights of the outbreak are the importance of collaboration across national and state borders and a balance between privacy and public health under such situations.
Chen2020-Clinical_and_imaging_features_of_COVID-19	Since December 2019, multiple cases of 2019 coronavirus disease (COVID-19) have been reported in Wuhan in China's Hubei Province, a disease which has subsequently spread rapidly across the entire country. Highly infectious, COVID-19 has numerous transmission channels and humans are highly susceptible to infection. The main clinical symptoms of COVID-19 are fever, fatigue, and a dry cough. Laboratory examination in the early stage of the disease shows a normal or decreased white blood cell count, and a decreased lymphocyte count. While CT examination serves as the screening and diagnostic basis for COVID-19, its accuracy is limited. The nucleic acid testing is the gold standard for the diagnosis of COVID-19, but has a low sensitivity is low. There is clearly a divide between the two means of examination. This paper reviews the published literature, guidelines and consensus, and summarizes the clinical and imaging characteristics of COVID-19, in order to provide a reliable basis for early diagnosis and treatment.
Chen2020-Clinical_characteristics_of_IgG4-RD_patients_infected_with_COVID-19_in_Hubei_China	ObjectiveIgG4-related disease (IgG4-RD) is an immune-mediated multi-organ, chronic and progressive disease. Therefore, we conducted a study to investigate the susceptibility of COVID-19 in IgG4-RD patients in Hubei province, and to characterize the clinical manifestation of COVID-19 in IgG4-RD patients.MethodsA follow-up system that includes over 200 IgG4-RD patients across the country during the past ten years. A total of ninety-one patients with IgG4-RD who live in Hubei, China were identified and responded to our survey. Medical history, clinical symptoms, laboratory tests, CT imaging, and treatment were obtained through a standardized data collection form, and then independently reviewed by two investigators.Results2 of 91 cases were infected with COVID-19. Both of them were classified as moderate type. The symptoms such as fever and cough and radiologic features were similar to other COVID-19 patients. Neither of them episode recurrent of IgG4-RD nor progressed to severe or critical condition of COVID-19 under the condition of continuous oral low-dose of glucocorticoids. Besides, patient 2 took a long time for SARS-CoV-2 nucleic acid to turn negative.ConclusionIgG4-RD patients may belongs to the susceptible population of COVID-19 infection, and thus need more careful personal protection. Early identification and properly treatment are very important to prevent IgG4-RD patients with COVID-19 from progression to severe condition.
Chen2020-Clinical_progression_of_patients_with_COVID-19_in_Shanghai_China	BackgroundStudies on the 2019 novel coronavirus disease (COVID-19) have generally been limited to the description of the epidemiology and initial clinical characteristics. We investigated the temporal progression in patients with COVID-19.MethodsIn this retrospective, single-center study, we included confirmed cases of COVID-19 from Jan 20 to Feb 6, 2020 in Shanghai. Final date of follow-up was February 25, 2020.ResultsOf the 249 patients enrolled, the median age was 51 years old, and 126 (50.6%) were male. The duration from onset of symptoms to hospitalization was 4(2–7) days in symptomatic patients. Fever was occurred in 235(94.3%) patients. A total of 215 (86.3%) patients had been discharged after 16(12–20) days hospitalization. The estimated median duration of fever in all the patients with fever was 10 days (95 confidential intervals [CIs]: 8–11 days) after onset of symptoms. Patients who were transferred to intensive care units (ICU) had significantly longer duration of fever as compared to those not in ICU (31 days v.s. 9 days after onset of symptoms, respectively, P <0.0001). Radiological aggravation of initial image was observed in 163 (65.7%) patients on day 7 after onset of symptoms. 154(94.5%) of these patients showed radiological improvement on day 14. The median duration to negative reverse-transcriptase PCR tests of upper respiratory tract samples was 11 days (95 CIs: 10–12 days). Viral clearance was more likely to be delayed in patients in ICU than those not in ICU (P <0.0001). In multivariate logistical analysis, age (Odds ratio [OR] = 1.06) and CD4 T cell count (OR = 0.55 per 100 cells/ul increase) were independently associated with ICU admission.ConclusionsThe majority of COVID-19 cases are mild. The clinical progression pattern suggests that early control of viral replication and application of host-directed therapy in later stage is essential to improve the prognosis of CVOID-19.
Chen2020-Clinical_study_of_mesenchymal_stem_cell_treating_acute_respiratory_distress_syndrome_induced_by_epidemic_Influenza_A_H7N9_infection_a_hint_for_COVID-19_treatment	H7N9 viruses quickly spread between mammalian hosts, and it carried out the risk of human-to-human transmission after outbreak in 2013. Acute respiratory distress syndrome (ARDS), lung failure, and fulminant pneumonia are major lung diseases in H7N9 patients. Transplantation of mesenchymal stem cells (MSCs) is a promising choice for treating virus-induced pneumonia, and was needed to treat H7N9 induced ARDS at the time. MSCs transplant into patients with H7N9 induced ARDS were conducted in a single center and open-label clinical trial. Based on the principle of voluntariness and informed consent, 44 patients with H7N9 induced ARDS were included as a control group while 17 patients with H7N9 induced ARDS were served as an experimental group with allogeneic menstrual blood-derived MSC. Notably, MSC transplantation significantly lower the mortality compared with in control group (17.6% died in MSC group vs 54.5% died in control group). Furthermore, MSC transplantation did not result in harmful effects in human body within the 5 year follow up period with 4 patients. Collectively, these results suggest that MSCs significantly improve survival rate of H7N9 induced ARDS and provide a theoretical basis for the treatment of H7N9 induced ARDS in both preclinical research and clinical studies. Because H7N9 and the corona virus disease 2019 (COVID-19) share similar complications (such as ARDS and lung failure) and corresponding multi-organ dysfunction, MSC-based therapy could be a possible alternative for treating COVID-19.
Chen2020-Detectable_2019-nCoV_viral_RNA_in_blood_is_a_strong_indicator_for_the_further_clinical_severity	The novel coronavirus (2019-nCoV) infection caused pneumonia. we retrospectively analyzed the virus presence in the pharyngeal swab, blood, and the anal swab detected by real-time PCR in the clinical lab. Unexpectedly, the 2109-nCoV RNA was readily detected in the blood (6 of 57 patients) and the anal swabs (11 of 28 patients). Importantly, all of the 6 patients with detectable viral RNA in the blood cohort progressed to severe symptom stage, indicating a strong correlation of serum viral RNA with the disease severity (p-value = 0.0001). Meanwhile, 8 of the 11 patients with annal swab virus-positive was in severe clinical stage. However, the concentration of viral RNA in the anal swab (Ct value = 24 + 39) was higher than in the blood (Ct value = 34 + 39) from patient 2, suggesting that the virus might replicate in the digestive tract. Altogether, our results confirmed the presence of virus RNA in extra-pulmonary sites.
Chen2020-Early_chest_CT_features_of_patients_with_2019_novel_coronavirus_COVID-19_pneumonia-relationship_to_diagnosis_and_prognosis	ObjectiveTo determine the consistency between CT findings and real-time reverse transcription–polymerase chain reaction (RT-PCR) and to investigate the relationship between CT features and clinical prognosis in COVID-19.MethodsThe clinical manifestations, laboratory parameters, and CT imaging findings were analyzed in 34 COVID-19 patients, confirmed by RT-PCR from January 20 to February 4 in Hainan Province. CT scores were compared between the discharged patients and the ICU patients.ResultsFever (85%) and cough (79%) were most commonly seen. Ten (29%) patients demonstrated negative results on their first RT-PCR. Of the 34 (65%) patients, 22 showed pure ground-glass opacity. Of the 34 (50%) patients, 17 had five lobes of lung involvement, while the 23 (68%) patients had lower lobe involvement. The lesions of 24 (71%) patients were distributed mainly in the subpleural area. The initial CT lesions of ICU patients were distributed in both the subpleural area and centro-parenchyma (80%), and the lesions were scattered. Sixty percent of ICU patients had five lobes involved, while this was seen in only 25% of the discharged patients. The lesions of discharged patients were mainly in the subpleural area (75%). Of the discharged patients, 62.5% showed pure ground-glass opacities; 80% of the ICU patients were in the progressive stage, and 75% of the discharged patients were at an early stage. CT scores of the ICU patients were significantly higher than those of the discharged patients.ConclusionChest CT plays a crucial role in the early diagnosis of COVID-19, particularly for those patients with a negative RT-PCR. The initial features in CT may be associated with prognosis.Key Points
Chen2020-Epidemic_characteristics_of_the_COVID-19_outbreak_in_Tianjin_a_well-developed_city_in_China	Background: Coronavirus disease 2019 (COVID-19) is already a pandemic. Few studies investigated the epidemic characteristics of the COVID-19 outbreak in the well-developed cities.Methods: Epidemiological data of 136 confirmed COVID-19 cases were collected from the dataset of COVID-19 in Tianjin. All confirmed cases were categorized according to their potential infection sources. Daily numbers of confirmed cases of each category were plotted by date of onset, and the epidemic form of each category was inferred.Results: Among the 136 confirmed COVID-19 cases, 48 cases were categorized as imported cases and their close contacts, which were the majority of early cases. A total of 43 cases were found an epidemiological link to the Baodi department store, and they were inferred to be a common-source outbreak. Additionally, 35 cases were considered as familial clusters of COVID-19 cases, and 10 cases were sporadic. The 45 cases were inferred to be a propagated epidemic.Conclusions: Local transmission of COVID-19 mainly occurred within families and a poorly ventilated public place in Tianjin. Besides the imported cases, the pattern of local transmission of COVID-19 was a mixture of the propagated epidemic and the common-source outbreak in Tianjin.
Chen2020-Epidemiological_analysis_of_the_early_38_fatalities_in_Hubei_China_of_the_coronavirus_disease_2019	BackgroundSince the emergence of coronavirus disease 2019 (COVID-19) in Hubei province of China by the end of 2019, it has burned its way across the globe, resulting in a still fast-growing death toll that far exceeded those from severe acute respiratory syndrome (SARS) in less than two months. As there is a paucity of evidence on which population is more likely to progress into severe conditions among cases, we looked into the first cluster of death cases, aiming to add to current evidence and reduce panic among the population.MethodsWe prospectively collected the demographic and clinical data of the first 38 fatalities whose information was made public by the Health Commission of Hubei province and the official Weibo account of China Central Television news center, starting from 9 January through 24 January 2020. The death cases were described from four aspects (gender and age characteristics, underlying diseases, the time course of death, symptoms at the incipience of illness and hospital admission).ResultsAmong the 38 fatalities, 71.05% were male, and 28.95% were female, with the median age of 70 years (interquartile range (IQR) = 65-81). Persons aged 66-75 made up the largest share. Twenty-five cases had a history of chronic diseases. The median time between the first symptoms and death was 12.50 days (IQR = 10.00-16.25), while the median time between the admission and death was 8.50 (IQR = 5.00-12.00) days. In persons aged over 56 years, the time between the first symptoms and death decreased with age, and so did the time between the admission and death, though the latter increased again in persons aged over 85 years. The major first symptoms included fever (52.63%), cough (31.58%), dyspnea (23.68%), myalgia and fatigue (15.79%).ConclusionsAmong the death cases, persons with underlying diseases and aged over 65 made up the majority. The time between the first symptoms and death decreased with the advanced age. In all the age groups, males dominated the fatalities.
Chen2020-Epidemiological_and_clinical_characteristics_of_136_cases_of_COVID-19_in_main_district_of_Chongqing	BackgroundWe did a comprehensive exploration of the epidemiological and clinical characteristics of 136 patients with confirmed COVID-19 in main district of Chongqing which was adjacent to the west of Hubei province.MethodsThis study was conducted on 136 patients with COVID-19 in main district of Chongqing from Jan 25 to Feb 20, 2020. Data of patients included demographic, epidemiological, clinical features, chest radiographs of imported cases, local cases, second-generation cases and third-generation cases. Student's t-test was adopted for quantitative variables while Pearson Chi-squared test or Fisher's exact test for categorical variables.ResultsThe median age was 47 years and common symptoms of illness were cough (50.7%), fever (47.1%) and fatigue (14.0%). The time from contact symptomatic case to illness was 7.7 days, and 88 patients (64.7%) were cluster cases, radiological evidence found bilateral lung involvement was common (57.4%).Compared with the imported cases, the local cases were significantly older, the proportion of men is lower. There was higher proportion of cluster cases in local cases. Unlike imported cases, which fever was the dominant symptom, the local cases have more cough patients, with a significant higher proportion of asymptomatic patients. The third-generation cases have a significant higher proportion of asymptomatic patients.ConclusionsWe concluded the epidemiological and clinical characteristics of the cases andsuggested to take more comprehensive measures for screening patients, especially for elderly person, avoid family gatherings, and implement more closely surveillance of suspect patients and their close contacts.
Chen2020-First_COVID-19_mortality_case_in_Taiwan_with_bacterial_co-infection_by_national_surveillance_of_critically_ill_patients_with_influenza-negative_pneumonia	A 63-year-old diabetic smoker with alcoholism was the first mortality case of coronavirus disease 2019 (COVID-19) in Taiwan. As concurrently infected with Klebsiella pneumoniae and subsequently with Klebsiella aerogenes, he was exposed by a national survey of patients with critically influenza-negative pneumonia. We recommend COVID-19 screening for patients with severe flu-like syndrome and protecting health-care workers from being infected.
Chen2020-First_two_months_of_the_2019_Coronavirus_Disease_COVID-19_epidemic_in_China-real-time_surveillance_and_evaluation_with_a_second_derivative_model	BackgroundSimilar to outbreaks of many other infectious diseases, success in controlling the novel 2019 coronavirus infection requires a timely and accurate monitoring of the epidemic, particularly during its early period with rather limited data while the need for information increases explosively.MethodsIn this study, we used a second derivative model to characterize the coronavirus epidemic in China with cumulatively diagnosed cases during the first 2 months. The analysis was further enhanced by an exponential model with a close-population assumption. This model was built with the data and used to assess the detection rate during the study period, considering the differences between the true infections, detectable and detected cases.ResultsResults from the second derivative modeling suggest the coronavirus epidemic as nonlinear and chaotic in nature. Although it emerged gradually, the epidemic was highly responsive to massive interventions initiated on January 21, 2020, as indicated by results from both second derivative and exponential modeling analyses. The epidemic started to decelerate immediately after the massive actions. The results derived from our analysis signaled the decline of the epidemic 14 days before it eventually occurred on February 4, 2020. Study findings further signaled an accelerated decline in the epidemic starting in 14 days on February 18, 2020.ConclusionsThe coronavirus epidemic appeared to be nonlinear and chaotic, and was responsive to effective interventions. The methods used in this study can be applied in surveillance to inform and encourage the general public, public health professionals, clinicians and decision-makers to take coordinative and collaborative efforts to control the epidemic.
Chen2020-Genomics_functional_analysis_and_drug_screening_of_SARS-CoV-2	A novel coronavirus appeared in Wuhan, China has led to major outbreaks. Recently, rapid classification of virus species, analysis of genome and screening for effective drugs are the most important tasks. In the present study, through literature review, sequence alignment, ORF identification, motif recognition, secondary and tertiary structure prediction, the whole genome of SARS-CoV-2 were comprehensively analyzed. To find effective drugs, the parameters of binding sites were calculated by SeeSAR. In addition, potential miRNAs were predicted according to RNA base-pairing. After prediction by using NCBI, WebMGA and GeneMark and comparison, a total of 8 credible ORFs were detected. Even the whole genome have great difference with other CoVs, each ORF has high homology with SARS-CoVs (>90%). Furthermore, domain composition in each ORFs was also similar to SARS. In the DrugBank database, only 7 potential drugs were screened based on the sequence search module. Further predicted binding sites between drug and ORFs revealed that 2-(N-Morpholino)-ethanesulfonic acid could bind 1# ORF in 4 different regions ideally. Meanwhile, both benzyl (2-oxopropyl) carbamate and 4-(dimehylamina) benzoic acid have bene demonstrated to inhibit SARS-CoV infection effectively. Interestingly, 2 miRNAs (miR-1307-3p and miR-3613-5p) were predicted to prevent virus replication via targeting 3′-UTR of the genome or as biomarkers. In conclusion, the novel coronavirus may have consanguinity with SARS. Drugs used to treat SARS may also be effective against the novel virus. In addition, altering miRNA expression may become a potential therapeutic schedule.
Chen2020-Guidelines_to_Reduce_Hospitalization_Rates_for_Patients_Receiving_Curative-Intent_Radiation_Therapy_During_the_COVID-19_Pandemic-Report_from_a_Multicenter_New_York_Area_Institution	As the COVID-19 pandemic spreads around the globe, access to radiation therapy remains critical for cancer patients. The priority for all radiation oncology departments is to protect the staff and to maintain operations in providing access to those patients requiring radiation therapy services. Patients with tumors of the aerodigestive tract and pelvis amongst others often experience toxicity during treatment, and there is a baseline risk that adverse effects may require hospital-based management. Routine care during weekly visits is important to guide patients through treatment and to mitigate against the need for hospitalization. Nevertheless, hospitalizations occur and there is a risk of nosocomial SARS-CoV-2 spread. During the COVID-19 pandemic, typical resources used to help manage patients, such as dental services, interventional radiology, rehabilitation and others are limited or not at all available. Recognizing the need to provide access to treatment and the anticipated toxicity of such treatment, we have developed and implemented guidelines for clinical care management with the hope of avoiding added risk to our patients. If successful, these concepts may be integrated into our care directives in non-pandemic times.Efforts to avoid hospitalization during cancer treatment represent typical clinical care. Nevertheless, a small percentage of patients succumb to such needs. During the COVID-19 pandemic where hospital resources are limited and risk of nosocomial infection significant, we have outlined critical clinical care guidelines that may help avoid hospitalizations during cancer treatment.
Chen2020-High-resolution_computed_tomography_manifestations_of_COVID-19_infections_in_patients_of_different_ages	PurposeWe aimed to compare chest HRCT lung signs identified in scans of differently aged patients with COVID-19 infections.MethodsCase data of patients diagnosed with COVID-19 infection in Hangzhou City, Zhejiang Province in China were collected, and chest HRCT signs of infected patients in four age groups (<18 years, 18-44 years, 45-59 years, ≥60 years) were compared.ResultsSmall patchy, ground-glass opacity (GGO), and consolidations were the main HRCT signs in 98 patients with confirmed COVID-19 infections. Patients aged 45–59 years and aged ≥60 years had more bilateral lung, lung lobe, and lung field involvement, and greater lesion numbers than patients <18 years. GGO accompanied with the interlobular septa thickening or a crazy-paving pattern, consolidation, and air bronchogram sign were more common in patients aged 45-59 years, and ≥60 years, than in those aged <18 years, and aged 18-44 years.ConclusionsChest HRCT manifestations in patients with COVID-19 are related to patient’s age, and HRCT signs may be milder in younger patients.
Chen2020-High_SARS-CoV-2_antibody_prevalence_among_healthcare_workers_exposed_to_COVID-19_patients	The seroprevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was examined among 105 healthcare workers (HCWs) exposed to four patients who were laboratory confirmed with coronavirus disease 2019 (COVID-19), the disease caused by SARS-CoV-2 infection. These HCWs were immediately under quarantine for 14 days as soon as they were identified as close contacts. The nasopharyngeal swab samples were collected on the first and 14th day of the quarantine, while the serum samples were obtained on the 14th day of the quarantine. With the assay of enzyme immunoassay (EIA) and microneutralization assay, 17.14% (18/105) of HCWs were seropositive, while their swab samples were found to be SARS-CoV-2 RNA negative. Risk analysis revealed that wearing face mask could reduce the infection risk (odds ratio [OR], 0.127, 95% confidence interval [CI] 0.017, 0.968), while when exposed to COVID-19 patients, doctors might have higher risk of seroconversion (OR, 346.837, 95% CI 8.924, 13479.434), compared with HCWs exposed to colleagues as well as nurses and general service assistants who exposed to patients. Our study revealed that the serological testing is useful for the identification of asymptomatic or subclinical infection of SARS-CoV-2 among close contacts with COVID-19 patients.
Chen2020-Infants_Born_to_Mothers_With_a_New_Coronavirus_COVID-19	A novel viral respiratory disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is responsible for an epidemic of the coronavirus disease 2019 (COVID-19) in cases in China and worldwide. Four full-term, singleton infants were born to pregnant women who tested positive for COVID-19 in the city of Wuhan, the capital of Hubei province, China, where the disease was first identified. Of the three infants, for who consent to be diagnostically tested was provided, none tested positive for the virus. None of the infants developed serious clinical symptoms such as fever, cough, diarrhea, or abnormal radiologic or hematologic evidence, and all four infants were alive at the time of hospital discharge. Two infants had rashes of unknown etiology at birth, and one had facial ulcerations. One infant had tachypnea and was supported by non-invasive mechanical ventilation for 3 days. One had rashes at birth but was discharged without parental consent for a diagnostic test. This case report describes the clinical course of four live born infants, born to pregnant women with the COVID-19 infection.
Chen2020-Longitudinal_hematologic_and_immunologic_variations_associated_with_the_progression_of_COVID-19_patients_in_China	BackgroundCrucial roles of hematologic and immunologic responses in progression of COVID-19 remains largely unclear.ObjectiveWe sought to address the dynamic changes of hematologic and immunologic biomarkers and their associations with severity and outcomes of the disease.MethodsA retrospective study including 548 COVID-19 patients with clarified outcome (discharged or deceased) from a national cohort in China was performed. Cross-sectional and longitudinal variations were compared and the associations with different severity and outcomes were analyzed.ResultsOn admission, the counts of lymphocytes, T cell subsets, eosinophils and platelets decreased markedly, especially in severe/critical and fatal patients. Increased neutrophil count and neutrophils-to-lymphocytes ratio were predominant in severe/critical cases or non-survivors. During hospitalization, eosinophils, lymphocytes and platelets were shown an increasing trend in survivors, but maintained lower levels or dropped significantly afterwards in non-survivors. Non-survivors kept high level or showed an upward trend for neutrophils, IL-6, procalcitonin, D-dimer, amyloid A protein and C-reactive protein, which were kept stable or shown downward trend in survivors. Positive correlation between CD8+ T cell and lymphocytes count was found in survivors but not in non-survivors. A multivariate Cox regression model suggested that restored levels of lymphocytes, eosinophils and platelets could serve as the predictors for the recovery, while progressive increases in neutrophils, basophils and IL-6 were associated with fatal outcome.ConclusionsHematologic and immunologic impairment showed a significantly different profile between survivors and non-survivors in COVID-19 patients with different severity. The longitudinal variations of these biomarkers could serve to predict recovery or fatal outcome.
Chen2020-Pathogenicity_and_transmissibility_of_2019-nCoV_A_quick_overview_and_comparison_with_other_emerging_viruses	A zoonotic coronavirus, tentatively labeled as 2019-nCoV by the World Health Organization (WHO), has been identified as the causative agent of the viral pneumonia outbreak in Wuhan, China, at the end of 2019. Although 2019-nCoV can cause a severe respiratory illness like SARS and MERS, evidence from clinics suggested that 2019-nCoV is generally less pathogenic than SARS-CoV, and much less than MERS-CoV. The transmissibility of 2019-nCoV is still debated and needs to be further assessed. To avoid the 2019-nCoV outbreak turning into an epidemic or even a pandemic and to minimize the mortality rate, China activated emergency response procedures, but much remains to be learned about the features of the virus to refine the risk assessment and response. Here, the current knowledge in 2019-nCoV pathogenicity and transmissibility is summarized in comparison with several commonly known emerging viruses, and information urgently needed for a better control of the disease is highlighted.
Chen2020-Perioperative_management_strategy_of_severe_traumatic_brain_injury_during_the_outbreak_of_COVID-19	Since December 2019, a pneumonia caused by a new coronavirus, i.e. COVID-19 occurred in Wuhan, Hubei Province, China. Although the epidemic in China has been bought under control, the global COVID-19 situation is still grim. Severe traumatic brain injury (TBI), as one of critical conditions in the department of neurosurgery, requires an early and effective treatment, especially surgery. There were currently no reliable guidelines on how to perform perioperative protection in TBI patients with suspected or confirmed coronavirus infection. According to the corresponding treatment regulations and guidelines issued by the authorities, we summarized the management strategy of TBI patients in perioperative period during the COVID-19 outbreak based on medical and nursing practice, in order to provide a reference for clinicians.
Chen2020-Prediction_of_the_SARS-CoV-2_2019-nCoV_3C-like_protease_3CLpro_structure-virtual_screening_reveals_velpatasvir_ledipasvir_and_other_drug_repurposing_candidates	We prepared the three-dimensional model of the SARS-CoV-2 (aka 2019-nCoV) 3C-like protease (3CLpro) using the crystal structure of the highly similar (96% identity) ortholog from the SARS-CoV. All residues involved in the catalysis, substrate binding and dimerisation are 100% conserved. Comparison of the polyprotein PP1AB sequences showed 86% identity. The 3C-like cleavage sites on the coronaviral polyproteins are highly conserved. Based on the near-identical substrate specificities and high sequence identities, we are of the opinion that some of the previous progress of specific inhibitors development for the SARS-CoV enzyme can be conferred on its SARS-CoV-2 counterpart.  With the 3CLpro molecular model, we performed virtual screening for purchasable drugs and proposed 16 candidates for consideration. Among these, the antivirals ledipasvir or velpatasvir are particularly attractive as therapeutics to combat the new coronavirus with minimal side effects, commonly fatigue and headache.  The drugs Epclusa (velpatasvir/sofosbuvir) and Harvoni (ledipasvir/sofosbuvir) could be very effective owing to their dual inhibitory actions on two viral enzymes.
Chen2020-Protection_against_COVID-19_injury_by_qingfei_paidu_decoction_via_anti-viral_anti-inflammatory_activity_and_metabolic_programming	Qingfei Paidu decoction (QFPD), a multi-component herbal formula, has been widely used to treat COVID-19 in China. However, its active compounds and mechanisms of action are still unknown. Firstly, we divided QFPD into five functional units (FUs) according to the compatibility theory of traditional Chinese medicine. The corresponding common targets of the five FUs were all significantly enriched in Go Ontology (oxidoreductase activity, lipid metabolic process, homeostatic process, etc.), KEGG pathways (steroid biosynthesis, PPAR signaling pathway, adipocytokine signaling pathway, etc.), TTD diseases (chronic inflammatory diseases, asthma, chronic obstructive pulmonary Disease, etc.), miRNA (MIR183), kinase (CDK7) and TF (LXR). QFPD contained 257 specific targets in addition to HCoV, pneumonia and ACE2 co-expression proteins. Then, network topology analysis of the five components-target-pathway-disease networks yielded 67 active ingredients. In addition, ADMET estimations showed that 20 compounds passed the stringent lead-like criteria and in silico drug-likeness test with high gastrointestinal absorption and the median lethal dose (LD50 > 1600 mg/kg). Moreover, 4 specific ingredients (M3, S1, X2 and O2) and 5 common ingredients (MS1, MX16, SX1, WO1 and XO1) of QFPD presented good molecular docking score for 2019-nCov structure and non-structure proteins. Finally, drug perturbation of COVID-19 network robustness showed that all five FUs may protect COVID-19 independently, and target 8 specifically expressed drug-attacked nodes which were related to the bacterial and viral responses, immune system, signaling transduction, etc. In conclusion, our new FUNP analysis showed that QFPD had a protection effect on COVID-19 by regulating a complex molecular network with safety and efficacy. Part of the mechanism was associated with the regulation of anti-viral, anti-inflammatory activity and metabolic programming.
Chen2020-Pulmonary_contusion_mimicking_COVID-19-A_case_report	BACKGROUNDCoronavirus disease 2019 (COVID-19) is a major public health emergency with obvious characteristics of human-to-human transmission, and there are infective asymptomatic carriers. Early identification and proper management of patients with COVID-19 are important. Features in chest computed tomography (CT) can facilitate identifying newly infected individuals. However, CT findings of some lung contusions are similar to those of COVID-19, as shown in the present case.CASE SUMMARYA 46-year-old woman was admitted to hospital for backache and foot pain caused by a fall injury 1 d before hospitalization. She was suspected of having COVID-19, since there was a confirmed COVID-19 case near her residence. But she had no fever, cough, chest tightness, difficult breathing, nausea, vomiting, or diarrhea, etc. On physical examination, the lower posterior chest of both sides showed dullness on percussion and moist rales at the end of inspiration on auscultation. The white blood cell count and lymphocyte count were 10.88 × 109/L and 1.04 × 109/L, respectively. CT performed on February 7, 2020 revealed that both lungs were scattered with patchy ground-glass opacity. The patient was diagnosed with pulmonary contusion with thoracic spinal fracture (T12), calcaneal fracture, and pelvic fracture. On day 9 after conservative treatment, her condition was alleviated. On review of the chest CT, the previous shadows were significantly reduced.CONCLUSIONDifferential diagnosis of lung contusion and COVID-19 must be emphasized. Both conditions require effective prompt actions, especially COVID-19.
Chen2020-RNA_based_mNGS_approach_identifies_a_novel_human_coronavirus_from_two_individual_pneumonia_cases_in_2019_Wuhan_outbreak	From December 2019, an outbreak of unusual pneumonia was reported in Wuhan with many cases linked to Huanan Seafood Market that sells seafood as well as live exotic animals. We investigated two patients who developed acute respiratory syndromes after independent contact history with this market. The two patients shared common clinical features including fever, cough, and multiple ground-glass opacities in the bilateral lung field with patchy infiltration. Here, we highlight the use of a low-input metagenomic next-generation sequencing (mNGS) approach on RNA extracted from bronchoalveolar lavage fluid (BALF). It rapidly identified a novel coronavirus (named 2019-nCoV according to World Health Organization announcement) which was the sole pathogens in the sample with very high abundance level (1.5% and 0.62% of total RNA sequenced). The entire viral genome is 29,881 nt in length (GenBank MN988668 and MN988669, Sequence Read Archive database Bioproject accession PRJNA601736) and is classified into β-coronavirus genus. Phylogenetic analysis indicates that 2019-nCoV is close to coronaviruses (CoVs) circulating in Rhinolophus (Horseshoe bats), such as 98.7% nucleotide identity to partial RdRp gene of bat coronavirus strain BtCoV/4991 (GenBank KP876546, 370 nt sequence of RdRp and lack of other genome sequence) and 87.9% nucleotide identity to bat coronavirus strain bat-SL-CoVZC45 and bat-SL-CoVZXC21. Evolutionary analysis based on ORF1a/1b, S, and N genes also suggests 2019-nCoV is more likely a novel CoV independently introduced from animals to humans.
